,Mouse ID,Timepoint,Tumor Volume (mm3),Metastatic Sites
957,n671,20,54.82252091,0
958,o302,20,56.17761143,0
959,q633,20,53.28728681,1
960,x822,20,51.91490968,2
961,a685,20,49.49055902,0
962,m957,20,38.90934919,1
963,w575,20,55.5918155,1
964,l733,20,53.24431157,1
965,c757,20,52.81863401,1
966,w151,20,49.55426295,2
967,g296,20,51.4471183,2
968,s185,20,36.86687576,0
969,a897,20,54.59570541,3
970,c264,20,54.568195700000004,1
971,f545,20,58.84118888,1
972,y769,20,55.02572434,2
973,l471,20,52.22832698,0
974,l661,20,52.61749003,1
975,b313,20,53.979679700000005,1
976,a401,20,52.20451136,2
977,b759,20,54.44303502,0
978,k754,20,52.69342276,1
979,c302,20,54.08090836,3
980,j296,20,54.00534209,3
981,l490,20,51.90544699,1
982,l509,20,48.07045162,2
983,w914,20,41.10809233,0
984,k894,20,50.98163936,1
985,e227,20,56.60755210000001,1
986,a275,20,50.51343652,1
987,x581,20,51.20796943,3
988,o562,20,53.61686347,1
989,c139,20,56.74200681,0
990,c282,20,51.95057423,0
991,v719,20,54.04860769,1
992,v991,20,57.74069459,2
993,s337,20,49.20205408,1
994,c927,20,55.48168922,1
995,t994,20,56.52795159,1
996,a788,20,54.06098332,1
997,c895,20,53.67683960000001,2
998,l897,20,44.81309343,0
999,f345,20,49.61338303,0
1000,c559,20,52.60436695,2
1001,r944,20,43.22567119,1
1002,p438,20,52.90529861,0
1003,o795,20,60.61005916,3
1004,y865,20,52.36198241,1
1005,x773,20,49.739712899999994,3
1006,w193,20,50.00513807,0
1007,j365,20,50.93935278,1
1008,q483,20,50.239855799999994,1
1009,j119,20,48.15820939,1
1010,e476,20,55.24927296,0
1011,w167,20,57.54815669,0
1012,q582,20,51.18597648,2
1013,p136,20,54.91379857,1
1014,w584,20,53.32350743,1
1015,b487,20,53.42766344,0
1016,y478,20,56.84885016,1
1017,g316,20,45.93332219,1
1018,a203,20,55.17333648,1
1019,o287,20,50.85614078,2
1020,j246,20,44.02037009,0
1021,j235,20,52.94290169,1
1022,m550,20,53.75794476,3
1023,a818,20,54.8346245,0
1024,i901,20,55.97440502,0
1025,v923,20,39.64829568,0
1026,c758,20,43.1263114,1
1027,v295,20,55.73137535,3
1028,k862,20,57.05784818,1
1029,z578,20,36.89001635,0
1030,o331,20,58.96572043,1
1031,g791,20,41.211897,0
1032,w697,20,54.22809098,3
1033,c819,20,49.76241475,1
1034,k403,20,32.99772858,1
1035,m133,20,52.63688249,1
1036,j984,20,54.37251567,1
1037,c832,20,56.71023353,1
1038,q597,20,41.9255866,0
1039,t565,20,39.0702138,0
1040,c402,20,54.88332044,2
1041,h333,20,51.99780618,2
1042,k510,20,52.10557382,1
1043,o973,20,51.956993100000005,1
1044,l700,20,50.73476811,1
1045,p981,20,50.35806947,0
1046,m650,20,56.777938799999994,2
1047,j989,20,41.63534426,1
1048,b879,20,53.98343568,1
1049,g107,20,62.70603145,0
1050,a644,20,45.86506461,0
1051,y793,20,40.71642815,2
1052,i557,20,43.96789516,0
1053,e291,20,52.53376479,1
1054,c580,20,55.57532195,2
1055,k382,20,57.82435071,2
1056,w422,20,53.67624336,1
1057,s508,20,35.92865083,0
1058,e584,20,50.34492095,2
1059,x264,20,53.07426973,1
1060,e213,20,52.61376289,2
1061,r921,20,44.13631588,0
1062,j755,20,55.49660753,1
1063,e662,20,44.0012958,0
1064,r701,20,54.11413742,0
1065,y260,20,50.72958174,3
1066,i177,20,35.34536136,0
1067,r811,20,40.7728027,0
1068,s565,20,57.04618912,1
1069,m546,20,36.71229535,0
1070,a366,20,57.28598742,0
1071,t724,20,57.22940914,0
1072,p387,20,56.58761679999999,0
1073,v289,20,54.25005397,0
1074,h246,20,57.93591218,1
1075,l725,20,59.61515479999999,2
1076,z969,20,57.89877823,2
1077,w540,20,50.67272745,2
1078,i334,20,39.687831700000004,0
1079,v835,20,51.29654266,2
1080,a444,20,41.71461874,0
1081,t451,20,51.06367793,0
1082,a492,20,53.67719253,0
1083,g288,20,42.95712001,1
1084,x402,20,50.41475041,2
1085,n923,20,52.59920611,1
1086,i738,20,38.53113634,0
1087,n364,20,37.4788685,0
1088,f234,20,51.11271293,2
1089,m601,20,34.255731700000005,1
1090,f993,20,52.07951009,1
1091,c458,20,39.50513508,2
1092,u196,20,46.10536303,1
1093,a411,20,38.08737318,1
1094,x930,20,52.55606575,0
1095,u327,20,53.18987907,0
1096,q610,20,46.58543347,0
1097,b559,20,55.65445572,1
1098,j913,20,42.16834132,0
1099,v603,20,53.72124193,0
1100,g497,20,55.09699356,1
1101,z795,20,53.28065717,1
1102,a520,20,35.94774514,0
1103,d474,20,51.73149416,0
1104,d251,20,37.65209085,1
1105,s710,20,42.62996266,1
1106,r604,20,51.90275292,1
1107,x401,20,36.06583471,0
1108,m269,20,61.14586638,0
1109,a963,20,51.46373448,0
1110,p189,20,56.53020447,3
1111,g989,20,54.65765008,1
1112,n304,20,49.25330863,1
1113,u149,25,52.92534846,0
1114,x264,25,56.89105283,2
1115,l725,25,65.00882889,2
1116,i177,25,34.0821803,1
1117,l471,25,52.84755893,1
1118,r944,25,41.08699106,1
1119,v295,25,57.69185918,3
1120,x930,25,53.72610129999999,0
1121,c927,25,56.54551947,2
1122,a520,25,36.55858129,1
1123,y865,25,57.17353846,2
1124,b559,25,57.04366929,1
1125,m546,25,37.44444543,0
1126,v991,25,60.01674733,2
1127,l700,25,54.23450181,1
1128,w167,25,61.86857673,0
1129,s710,25,43.06040875,1
1130,n304,25,53.97085924,2
1131,k210,25,54.61397279,0
1132,p438,25,54.51057493,0
1133,x581,25,51.93528318,3
1134,q582,25,51.96821056,2
1135,r604,25,52.93685812,1
1136,j119,25,42.41716589,1
1137,l490,25,55.81003359,2
1138,q483,25,52.43006649,1
1139,a275,25,53.57606417,1
1140,a818,25,56.96627332,0
1141,l733,25,54.95166826,1
1142,o287,25,52.06848642,3
1143,z969,25,63.14565213,2
1144,m133,25,54.08243662,2
1145,t565,25,37.34220976,0
1146,l509,25,44.00625702,2
1147,o795,25,65.74177723,4
1148,t724,25,59.82606797,1
1149,b759,25,55.08363235,0
1150,b487,25,56.05774909,1
1151,u196,25,46.70532539999999,1
1152,r701,25,57.89848998,1
1153,y478,25,57.82697598,1
1154,x773,25,51.10442109,3
1155,x822,25,54.04133326,2
1156,o809,25,52.31817407,1
1157,i557,25,44.59621854,0
1158,p136,25,56.28147652,1
1159,c559,25,54.55544168,2
1160,m269,25,64.89301976,0
1161,a788,25,56.770280299999996,1
1162,x401,25,36.61712031,0
1163,a963,25,52.12980374,0
1164,l897,25,45.35467916,0
1165,s337,25,50.9706889,2
1166,b313,25,55.74514628,1
1167,j989,25,39.93411249,1
1168,q511,25,57.25758287,0
1169,t451,25,55.52755345,0
1170,c302,25,55.07622853,3
1171,o926,25,54.76333852,3
1172,p981,25,52.5447048,1
1173,c264,25,56.96676876,2
1174,d251,25,38.09751328,1
1175,w540,25,52.60026955,2
1176,j365,25,51.810320399999995,1
1177,j913,25,37.86066936,0
1178,a411,25,38.701438399999994,1
1179,k894,25,52.32583833,2
1180,g296,25,55.6701066,3
1181,w914,25,40.29191661,0
1182,q610,25,40.14645019,0
1183,w575,25,58.58732169,1
1184,h333,25,53.73091434,2
1185,m601,25,33.11875607,1
1186,q633,25,55.6831017,1
1187,f234,25,52.17860221,2
1188,f545,25,60.25348139,1
1189,x402,25,52.43173664,2
1190,a401,25,54.20983551,3
1191,a492,25,54.70122868,1
1192,a444,25,42.29139437,0
1193,c458,25,37.75314964,2
1194,z795,25,57.94709984,2
1195,g989,25,56.04556353,1
1196,s185,25,33.94994037,0
1197,a366,25,59.01172817,0
1198,s187,25,56.48521984,1
1199,s565,25,58.55361079,1
1200,r921,25,42.65534089,1
1201,o302,25,60.51710253,0
1202,g570,25,56.8494056,1
1203,j755,25,58.05581822,1
1204,e213,25,55.22447615,2
1205,t718,25,55.87658787,3
1206,u364,25,35.50361557,2
1207,g558,25,55.75408257,2
1208,e584,25,51.38641908,2
1209,e291,25,55.1389525,2
1210,a644,25,41.48122408,0
1211,o562,25,54.74273316,1
1212,r811,25,37.61401068,0
1213,r107,25,57.70666715,1
1214,p387,25,58.09848946,0
1215,i635,25,52.92882323,1
1216,w350,25,52.80591518,1
1217,k403,25,33.46457735,1
1218,j984,25,57.06435479,1
1219,p310,25,55.34183416,2
1220,a897,25,56.41331977,3
1221,a699,25,51.84638147,0
1222,w697,25,57.610394299999996,3
1223,c402,25,58.26988853,2
1224,b742,25,38.61768433,0
1225,k862,25,58.7192973,2
1226,t198,25,56.18466399,3
1227,c758,25,43.602267299999994,1
1228,c757,25,57.10641821,2
1229,s141,25,53.80437038,1
1230,i901,25,56.575194999999994,0
1231,b879,25,56.46998744,2
1232,v923,25,40.15641269,1
1233,y769,25,58.33595901,3
1234,g791,25,35.56939935,1
1235,c282,25,56.29220039,1
1236,s121,25,55.65068132,2
1237,g107,25,64.66362579,0
1238,k804,25,55.67480798,1
1239,w151,25,51.869058700000004,2
1240,d474,25,54.27932462,0
1241,e227,25,60.60029169,1
1242,m550,25,57.62068237,4
1243,r554,25,33.89334515,3
1244,f345,25,53.0788944,0
1245,c139,25,61.46196976,0
1246,g288,25,42.36869239,1
1247,p189,25,62.10895956,3
1248,g497,25,57.52444611,2
1249,g316,25,46.80922469,1
1250,y260,25,54.43756172,4
1251,c895,25,57.53419288,2
1252,i334,25,38.24881732,1
1253,h246,25,59.5488537,1
1254,k483,25,57.43200731,2
1255,z578,25,37.41411419,0
1256,c766,25,58.21462437,3
1257,a577,25,54.38093154,2
1258,c819,25,51.82835706,1
1259,q597,25,42.57570709,1
1260,c832,25,58.89181644,2
1261,i669,25,53.30318455,2
1262,a685,25,51.93995092,0
1263,a262,25,60.13186217,2
1264,m650,25,62.253596900000005,2
1265,y163,25,56.17638452,1
1266,n671,25,56.17445785,0
1267,v289,25,56.72009545,0
1268,b128,25,43.26214483,1
1269,m957,25,37.69543154,1
1270,o973,25,53.17981471,1
1271,n763,25,53.40587053,2
1272,o331,25,61.10230575,1
1273,j296,25,55.76714817,3
1274,q132,25,52.78048929999999,4
1275,w584,25,55.65083791,1
1276,j246,25,44.55522595,0
1277,e476,25,57.408638,0
1278,c580,25,56.28906231,2
1279,u327,25,56.05963409,0
1280,i386,25,56.68786392,3
1281,s152,25,64.11914213,2
1282,w422,25,56.95791715,2
1283,v603,25,56.07523001,1
1284,a251,25,57.41464570000001,1
1285,l661,25,53.18065678,2
1286,k382,25,59.50390392,3
1287,i738,25,34.97343761,0
1288,n923,25,56.85546498,2
1289,e662,25,44.66459432,1
1290,n364,25,33.20500824,0
1291,q787,25,52.71318786,2
1292,y793,25,38.9927339,2
1293,z581,25,54.31640682,2
1294,s508,25,36.33856894,0
1295,a203,25,56.79320832,1
1296,m650,30,64.90188755,3
1297,n763,30,55.41365961,3
1298,z578,30,37.81593487,0
1299,c758,30,44.11827028,1
1300,v923,30,40.75221626,2
1301,k862,30,60.60543979,3
1302,g570,30,60.32871705,1
1303,e584,30,54.98440767,3
1304,t198,30,56.92497431,3
1305,s141,30,55.84141007,1
1306,c139,30,64.14987077,1
1307,w422,30,60.09663467,3
1308,b742,30,39.1679495,0
1309,i557,30,45.26138381,0
1310,u364,30,35.9783344,2
1311,g316,30,44.22147988,2
1312,r921,30,43.41938077,1
1313,m550,30,60.85654272,4
1314,e213,30,56.45872864,3
1315,a203,30,59.52319728,1
1316,a644,30,37.21112063,0
1317,j755,30,60.00720978,1
1318,r107,30,58.40647256,1
1319,p387,30,63.26924552,0
1320,c895,30,60.96971133,2
1321,r811,30,38.24206639,0
1322,c580,30,58.04656941,3
1323,f345,30,54.36379731,1
1324,o302,30,62.03059364,1
1325,e662,30,45.35023242,1
1326,b879,30,60.90761481,2
1327,s565,30,63.66896678,1
1328,t718,30,57.70411372,3
1329,g558,30,58.95282911,3
1330,c757,30,60.09857184,2
1331,i901,30,60.59185755,0
1332,i635,30,53.5970382,2
1333,s187,30,60.00878263,2
1334,c402,30,63.74319428,2
1335,a699,30,54.37934505,0
1336,c264,30,57.82391556,2
1337,p136,30,57.05280546,1
1338,g497,30,61.108185999999996,2
1339,d251,30,38.71825638,2
1340,r554,30,32.68065459,3
1341,j365,30,54.40488176,1
1342,z581,30,56.28674991,2
1343,a492,30,56.20104104,1
1344,a444,30,42.78627835,0
1345,q787,30,55.03620625,2
1346,a401,30,55.91016159,3
1347,f545,30,65.89398607,1
1348,x402,30,54.35158463,3
1349,f234,30,56.87381654,2
1350,a251,30,59.86124129,1
1351,q633,30,58.05725257,1
1352,c458,30,38.34200823,2
1353,v603,30,57.99055378,1
1354,j246,30,38.04408202,1
1355,w575,30,60.15306524,1
1356,w914,30,40.99311013,0
1357,q610,30,40.66834256,1
1358,i386,30,59.13364029,3
1359,m601,30,31.75827491,1
1360,k894,30,54.40012279,3
1361,u327,30,57.31407239,0
1362,g296,30,57.99770642,3
1363,j913,30,34.75724046,0
1364,q132,30,54.65654872,4
1365,i334,30,39.00555435,1
1366,x401,30,32.91529186,0
1367,o809,30,54.832628799999995,1
1368,c559,30,57.14614388,2
1369,o331,30,66.33066347,1
1370,a897,30,59.91693443,3
1371,a577,30,57.03186187,2
1372,j984,30,61.24050573,1
1373,q597,30,43.33916123,1
1374,k403,30,31.09949753,1
1375,w350,30,55.87990896,1
1376,c832,30,60.49637579,2
1377,s185,30,32.95967078,1
1378,w584,30,58.26844248,1
1379,y163,30,59.41253724,2
1380,g989,30,59.08229394,1
1381,h333,30,55.45528975,2
1382,a262,30,64.95809178,3
1383,w697,30,60.72063591,3
1384,p981,30,56.33910432,1
1385,c302,30,57.41974389,3
1386,t451,30,59.27582268,0
1387,k483,30,59.74707708,2
1388,q511,30,59.3643535,1
1389,o973,30,57.76995952,1
1390,l897,30,39.35279201,1
1391,j989,30,34.67178107,1
1392,g288,30,42.87446056,1
1393,s337,30,52.74771768,3
1394,a963,30,53.40166738,1
1395,k804,30,59.24061511,2
1396,d474,30,55.34134157,0
1397,a788,30,60.41370908,1
1398,m269,30,67.71250988,1
1399,o926,30,56.91739838,3
1400,b128,30,40.60533486,1
1401,a366,30,63.44068627,1
1402,r701,30,60.34181872,1
1403,m957,30,38.21247939,1
1404,v295,30,59.33377202,3
1405,b759,30,55.74282869,1
1406,n364,30,33.817758000000005,0
1407,z969,30,65.84101274,3
1408,w151,30,56.76715821,2
1409,l700,30,56.653215,1
1410,o287,30,54.50300122,3
1411,t724,30,64.2345947,2
1412,r944,30,41.68079111,1
1413,x773,30,52.81311518,4
1414,l509,30,44.70805473,2
1415,a275,30,54.44471317,2
1416,g107,30,69.16051982,0
1417,s508,30,35.47402235,0
1418,l471,30,58.09360446,1
1419,u196,30,47.62281636,2
1420,p438,30,56.40642173,0
1421,j296,30,56.80306121,3
1422,n923,30,59.63256052,3
1423,a411,30,39.13073724,1
1424,l733,30,56.31906537,1
1425,p189,30,67.10453665,4
1426,n304,30,55.03901985,3
1427,q582,30,52.64889350000001,2
1428,g791,30,34.95258284,1
1429,n671,30,60.16518046,0
1430,e227,30,62.46438515,2
1431,o795,30,68.21706974,4
1432,r604,30,54.68821536,2
1433,x581,30,55.49282602,3
1434,c819,30,56.09899820000001,1
1435,l490,30,57.91838132,3
1436,a818,30,60.07237198,0
1437,c766,30,60.2559245,3
1438,l725,30,66.59954515,3
1439,q483,30,54.95222585,1
1440,t565,30,32.86891617,0
1441,j119,30,43.01368114,1
1442,l661,30,55.32909936,2
1443,m546,30,37.96993365,0
1444,x822,30,55.44515483,2
1445,k210,30,59.98950976,1
1446,w167,30,67.19787186,0
1447,h246,30,63.59960954,1
1448,s710,30,43.57170323,1
1449,v991,30,62.74364308,3
1450,b559,30,61.19038663,1
1451,i738,30,35.57877987,1
1452,z795,30,59.78963589999999,2
1453,c282,30,59.00590207,1
1454,e476,30,57.99279743,1
1455,k382,30,63.46944155,4
1456,y769,30,61.07194886,3
1457,o562,30,59.65352453,1
1458,i177,30,34.71147302,1
1459,y478,30,59.37461452,1
1460,y865,30,59.0332753,3
1461,a520,30,36.94770981,1
1462,x264,30,58.15869423,3
1463,a685,30,55.45385519,1
1464,y793,30,35.72602314,2
1465,y260,30,58.58267634,4
1466,c927,30,60.753924600000005,2
1467,i334,35,39.7695521,2
1468,l897,35,37.68276664,1
1469,o809,35,55.62942846,1
1470,a520,35,37.62471026,1
1471,p189,35,67.87377675,4
1472,k483,35,60.54156159,2
1473,x822,35,56.79656665,2
1474,a963,35,56.81397646,1
1475,l725,35,69.12570173,3
1476,l733,35,57.60079774,1
1477,m269,35,68.68991735,1
1478,y478,35,61.88802678,1
1479,s185,35,28.32853059,1
1480,s337,35,54.81081251,3
1481,o973,35,60.24221931,1
1482,d474,35,56.47911257,0
1483,h246,35,67.2112701,2
1484,j989,35,35.1155898,1
1485,k804,35,62.11727887,2
1486,e227,35,66.94912136,3
1487,w151,35,58.33914095,2
1488,q511,35,60.83866059,1
1489,l700,35,61.46260354,1
1490,t451,35,63.75698964,0
1491,e662,35,43.22027636,1
1492,z581,35,58.62839878,3
1493,c264,35,61.07479506,2
1494,w914,35,41.66491577,1
1495,l661,35,56.47412871,2
1496,v603,35,63.18943184,1
1497,j246,35,38.75326548,1
1498,q610,35,36.56165229,2
1499,l509,35,40.207288500000004,2
1500,m546,35,38.62753581,1
1501,w575,35,63.68644503,2
1502,i386,35,64.92542037,3
1503,y865,35,61.15313991,3
1504,n364,35,34.48752204,1
1505,i738,35,36.17595269,1
1506,k894,35,55.36266238,4
1507,c282,35,59.88765475,1
1508,g296,35,60.38451978,4
1509,u327,35,58.08902837,1
1510,j913,35,35.17014843,0
1511,y769,35,63.43063221,3
1512,m601,35,30.83435704,1
1513,a444,35,41.73595083,0
1514,q633,35,63.1256593,1
1515,l471,35,61.40599916,1
1516,a251,35,60.90388455,1
1517,x401,35,30.20682488,0
1518,n304,35,57.12241926,4
1519,o795,35,69.08509415,4
1520,p136,35,57.63078195,1
1521,n923,35,60.35629432,3
1522,r604,35,59.21700015,2
1523,t565,35,33.51567063,0
1524,d251,35,37.70852942,2
1525,j365,35,56.96120016,2
1526,c559,35,59.45504074,2
1527,a492,35,57.30855379,1
1528,g497,35,64.09488929999999,2
1529,z969,35,69.17624607,4
1530,a401,35,60.34714467,3
1531,f545,35,66.74292417,1
1532,u196,35,47.00146542,2
1533,x402,35,55.24096223,3
1534,r554,35,33.06933705,3
1535,q787,35,60.33385242,3
1536,f234,35,57.74875831,2
1537,j296,35,58.71448296,3
1538,c302,35,62.23657157,3
1539,c832,35,61.12448717,2
1540,g288,35,38.95411458,1
1541,f345,35,56.52332726,1
1542,g107,35,71.90511721,0
1543,b559,35,65.70576275,1
1544,r701,35,64.73001045,1
1545,m550,35,62.53915386,4
1546,x773,35,55.19273639,4
1547,b128,35,37.96764437,1
1548,p387,35,66.4922038,1
1549,t724,35,67.74432795,2
1550,s565,35,64.77657909,2
1551,r811,35,36.00302016,1
1552,i635,35,55.67999656,2
1553,o287,35,55.11829029,4
1554,c766,35,65.95236791,4
1555,o926,35,58.59399318,3
1556,r944,35,40.40176542,2
1557,i901,35,62.12733561,0
1558,g316,35,44.70283296,2
1559,a818,35,63.29854586,0
1560,m650,35,69.26574681,4
1561,b879,35,64.26088633,2
1562,z578,35,38.50482444,0
1563,n763,35,57.38241296,3
1564,y793,35,36.3278696,2
1565,u364,35,35.45948978,2
1566,k382,35,66.07918483,4
1567,t718,35,60.46389851,3
1568,e584,35,58.08655989,3
1569,e476,35,60.064340200000004,1
1570,v991,35,63.89531294,4
1571,g558,35,60.86215883,4
1572,z795,35,60.43565416,2
1573,i557,35,45.94194901,0
1574,p438,35,57.53855546,1
1575,w167,35,68.13428817,0
1576,i177,35,35.1521662,1
1577,a203,35,61.93165007,2
1578,a644,35,35.12863083,0
1579,c927,35,61.87227365,3
1580,j755,35,62.7328576,1
1581,y260,35,59.60355821,4
1582,w422,35,61.40961994,4
1583,x264,35,61.29960778,4
1584,g570,35,62.3304204,2
1585,e213,35,58.24585435,3
1586,q483,35,59.25348433,1
1587,c757,35,64.29116351,2
1588,a411,35,39.71723589,1
1589,o562,35,65.36076742,1
1590,a685,35,58.09262925,1
1591,a897,35,64.0528731,3
1592,g989,35,62.57087961,2
1593,o331,35,70.12623754,2
1594,q597,35,43.80720142,1
1595,j984,35,64.05539896,1
1596,v295,35,61.89315267,3
1597,q582,35,53.71315792,2
1598,k862,35,66.58072244,3
1599,j119,35,43.76570537,1
1600,k210,35,63.32933023,1
1601,y163,35,61.73019562,2
1602,a275,35,56.35353804,2
1603,w350,35,56.68355758,1
1604,s508,35,35.8461407,0
1605,k403,35,26.54699343,1
1606,a699,35,56.51068234,1
1607,s710,35,44.16051879,1
1608,c402,35,65.8079627,2
1609,c819,35,57.72953466,1
1610,x581,35,58.07758293,3
1611,c139,35,67.82141969,1
1612,a262,35,66.56196302,4
1613,m957,35,32.56283914,1
1614,b742,35,39.84757556,0
1615,c758,35,37.80238546,1
1616,v923,35,41.43924156,2
1617,w697,35,63.68904216,3
1618,p981,35,59.13102297,1
1619,t198,35,57.73594116,3
1620,g791,35,30.96039194,1
1621,a262,40,69.59273198,4
1622,a644,40,35.77945086,0
1623,i334,40,40.44237037,2
1624,a520,40,38.25972497,1
1625,k894,40,58.64705616,4
1626,e662,40,44.00672385,2
1627,n364,40,34.95473311,1
1628,k403,40,24.36550471,1
1629,b128,40,38.3797259,2
1630,i177,40,35.55793279,2
1631,c302,40,63.28107148,4
1632,s508,40,32.79817119,0
1633,y478,40,65.97112017,1
1634,t718,40,61.530398899999994,3
1635,c282,40,65.02179944,2
1636,o795,40,70.26647887,4
1637,m546,40,35.114575200000004,1
1638,z578,40,34.02209336,0
1639,g791,40,31.36940573,1
1640,c758,40,32.83318858,1
1641,d251,40,38.26540379,2
1642,c264,40,65.70832272,2
1643,u196,40,43.45368679,2
1644,c757,40,66.60436771,2
1645,r811,40,36.5200329,1
1646,c766,40,67.68529456,4
1647,e227,40,70.7152176,3
1648,n763,40,58.01114583,4
1649,f545,40,71.10811835,1
1650,r944,40,41.04204489999999,2
1651,x773,40,55.98767551,4
1652,s185,40,25.47214326,1
1653,a897,40,67.21174279,4
1654,q787,40,62.0341267,3
1655,a444,40,42.50492554,0
1656,m601,40,31.378045299999997,1
1657,t565,40,33.94934131,0
1658,q597,40,44.47182121,2
1659,j989,40,35.50119014,1
1660,u327,40,60.46654541,1
1661,b879,40,67.18912666,2
1662,j755,40,67.2077103,1
1663,y260,40,60.91417627,4
1664,g570,40,68.52585616,2
1665,a275,40,60.92153868,3
1666,s710,40,40.17192011,1
1667,s565,40,67.22100698,2
1668,p387,40,69.03887618,1
1669,l471,40,63.84485785,1
1670,i635,40,56.84243514,3
1671,e476,40,61.52527583,1
1672,k382,40,67.42095521,4
1673,j119,40,44.5850896,1
1674,i901,40,64.30345451,0
1675,a203,40,63.59349002,2
1676,b742,40,38.255627399999995,0
1677,w422,40,63.07258467,4
1678,k862,40,67.57134128,4
1679,t198,40,59.12995997,4
1680,k210,40,66.62283628,2
1681,a699,40,58.60544816,1
1682,f345,40,58.31559250000001,1
1683,v923,40,42.1510148,2
1684,m550,40,68.21072019,4
1685,l661,40,59.20566876,3
1686,o287,40,57.1971929,4
1687,v295,40,65.46607444,3
1688,e213,40,60.23654797,3
1689,w151,40,62.18795039,2
1690,p189,40,74.10609077,4
1691,t724,40,69.72832559,2
1692,q483,40,64.19234114,1
1693,r701,40,66.64072178,1
1694,p438,40,59.30528806,1
1695,a818,40,69.27381374,1
1696,x264,40,63.28328821,4
1697,c927,40,64.18322918,4
1698,a411,40,40.25881765,1
1699,j296,40,60.07268848,3
1700,a685,40,60.56790371,2
1701,z795,40,62.37663884,3
1702,v991,40,64.8511286,4
1703,h246,40,71.15083468,2
1704,u364,40,36.02413752,2
1705,o562,40,71.17246321,1
1706,m957,40,32.94761484,1
1707,c819,40,62.17570465,1
1708,x581,40,60.28040549,3
1709,e584,40,62.81687083,4
1710,g558,40,61.77496268,4
1711,y793,40,31.47541076,2
1712,i557,40,46.82106972,1
1713,j984,40,67.77708036,1
1714,l725,40,73.69349382,3
1715,g316,40,45.56582103,2
1716,p136,40,61.38024887,1
1717,r604,40,60.18611531,2
1718,a492,40,57.92849897,1
1719,k483,40,64.13872489,3
1720,o973,40,64.48781246,2
1721,j365,40,62.32717066,2
1722,d474,40,60.23373278,1
1723,l509,40,40.77081259,2
1724,z581,40,60.05373963,3
1725,a401,40,61.76860538,4
1726,g497,40,67.74281406,2
1727,x402,40,56.69172294,3
1728,y865,40,63.46954946,3
1729,q633,40,68.49863876,2
1730,z969,40,70.31490411,4
1731,a251,40,63.09507565,1
1732,w914,40,35.61130861,2
1733,w575,40,64.93840621,3
1734,r554,40,31.80484133,3
1735,i386,40,67.28962147,4
1736,j913,40,31.00186078,1
1737,g296,40,62.22191493,4
1738,i738,40,36.84389799,2
1739,c832,40,62.57231816,2
1740,c559,40,60.86184431,3
1741,x401,40,28.16739732,0
1742,n304,40,59.83050667,4
1743,w350,40,62.32434769,2
1744,m650,40,70.79706787,4
1745,c402,40,70.22229679,2
1746,b559,40,69.96961645,1
1747,o926,40,59.90304448,3
1748,c139,40,69.42814095,2
1749,l897,40,38.34390154,1
1750,x822,40,59.55568466,2
1751,l700,40,62.98667798,1
1752,t451,40,67.65479599,1
1753,y163,40,63.62067958,2
1754,q511,40,63.19442807,2
1755,l733,40,59.44350649999999,1
1756,m269,40,70.21464419,1
1757,y769,40,64.25102761,4
1758,g288,40,36.35685121,1
1759,n923,40,66.22960554,3
1760,a963,40,58.46378685,1
1761,o331,40,71.44774251,3
1762,s337,40,56.99481589,4
1763,n364,45,31.09533505,1
1764,b128,45,38.98287774,2
1765,l661,45,59.85195552,3
1766,y865,45,64.72983655,3
1767,y769,45,68.59474498,4
1768,b559,45,73.05136339,1
1769,t565,45,34.45529799,0
1770,c282,45,65.81516535,2
1771,l509,45,41.48300765,3
1772,j296,45,61.84902336,3
1773,a411,45,38.407618299999996,1
1774,p189,45,75.2949359,4
1775,m650,45,73.90139912,4
1776,q597,45,45.22086888,2
1777,g288,45,37.07402422,1
1778,o331,45,78.56701362,4
1779,y163,45,67.68556862,3
1780,i334,45,36.37451039,2
1781,c139,45,72.2267309,2
1782,c832,45,65.41595451,3
1783,a262,45,70.71762058,4
1784,z581,45,62.75445141,3
1785,g497,45,69.87225079,2
1786,a251,45,65.52574285,1
1787,q787,45,66.09647477,3
1788,r554,45,32.37735684,3
1789,k483,45,66.19691151,3
1790,w151,45,67.52748237,3
1791,g316,45,40.1592203,2
1792,m550,45,69.25350312,4
1793,e227,45,73.21293851,3
1794,a685,45,66.08306589,3
1795,s508,45,30.27623175,0
1796,h246,45,74.10408567,2
1797,y793,45,31.896238399999998,2
1798,c766,45,69.82314577,4
1799,z578,45,30.63869575,0
1800,m957,45,33.32909778,1
1801,e662,45,40.65900627,2
1802,e476,45,62.43540402,1
1803,k382,45,73.71561899999999,4
1804,a203,45,67.97341878,2
1805,w422,45,67.98953001,4
1806,f345,45,60.91876652,1
1807,y260,45,62.90944062,4
1808,m546,45,30.56462509,1
1809,a818,45,74.99776443,2
1810,l471,45,67.74866174,1
1811,s337,45,62.10965102,4
1812,a963,45,62.76509317,1
1813,q511,45,68.61106075,3
1814,k403,45,22.05012627,1
1815,t451,45,68.7116302,1
1816,o926,45,62.32796606,4
1817,l897,45,38.84687569,1
1818,c302,45,64.57522157,4
1819,w350,45,64.95756185,2
1820,c402,45,74.04039018,3
1821,v923,45,40.65812366,2
1822,c758,45,33.39765251,1
1823,j984,45,70.65383162,1
1824,a699,45,62.19141437,1
1825,a897,45,72.25596306,4
1826,t198,45,64.91136268,4
